Year,Bottom10_income_share,Bottom50_income_share,Top10_income_share,Top1_income_share,Country Code
2017,0.0038,0.2166,0.3351,0.1275,DNK
2018,0.0038,0.215,0.3351,0.1265,DNK
2019,0.0038,0.2162,0.3324,0.1242,DNK
2020,0.0038,0.2162,0.3324,0.1242,DNK
2021,0.0038,0.2156,0.333,0.1257,DNK
2022,0.0038,0.2156,0.3331,0.1259,DNK
2023,0.0038,0.2165,0.3338,0.1242,DNK
2024,0.0038,0.2165,0.3338,0.1242,DNK
1980,0.0009,0.0819,0.5594,0.2375,DMA
1981,0.0009,0.0816,0.5593,0.2364,DMA
1982,0.0009,0.0813,0.5593,0.2353,DMA
1983,0.0009,0.081,0.5593,0.2342,DMA
1984,0.0009,0.0807,0.5592,0.2331,DMA
1985,0.0009,0.0803,0.5592,0.2319,DMA
1986,0.0009,0.08,0.5592,0.2307,DMA
1987,0.0009,0.0796,0.5591,0.2295,DMA
1988,0.0009,0.0793,0.5591,0.2283,DMA
1989,0.0008,0.0789,0.5591,0.227,DMA
1990,0.0008,0.0785,0.559,0.2258,DMA
1991,0.0008,0.0789,0.558,0.2257,DMA
1992,0.0008,0.0793,0.557,0.2255,DMA
1993,0.0008,0.0797,0.556,0.2254,DMA
1994,0.0008,0.08,0.555,0.2253,DMA
1995,0.0008,0.0804,0.554,0.2252,DMA
1996,0.0008,0.0807,0.5531,0.2251,DMA
1997,0.0008,0.0811,0.5521,0.225,DMA
1998,0.0008,0.0814,0.5512,0.2249,DMA
1999,0.0008,0.0818,0.5503,0.2248,DMA
2000,0.0008,0.0821,0.5494,0.2247,DMA
2001,0.0008,0.0826,0.5477000000000001,0.2231,DMA
2002,0.0008,0.083,0.546,0.2216,DMA
2003,0.0008,0.0835,0.5445,0.2202,DMA
2004,0.0008,0.0839,0.543,0.2189,DMA
2005,0.0008,0.0843,0.5416000000000001,0.2176,DMA
2006,0.0009,0.0846,0.5403,0.2164,DMA
2007,0.0009,0.085,0.539,0.2153,DMA
2008,0.0009,0.0853,0.5378000000000001,0.2142,DMA
2009,0.0009,0.0857,0.5366000000000001,0.2131,DMA
2010,0.0009,0.086,0.5355,0.2121,DMA
2011,0.0009,0.0917,0.5303,0.212,DMA
2012,0.001,0.0974,0.5252,0.212,DMA
2013,0.001,0.103,0.52,0.212,DMA
2014,0.001,0.1086,0.515,0.212,DMA
2015,0.0011,0.1141,0.5099,0.2119,DMA
2016,0.0011,0.1197,0.5049,0.2119,DMA
2017,0.0012,0.1251,0.4999,0.2119,DMA
2018,0.0012,0.1306,0.4950000000000001,0.2118,DMA
2019,0.0012,0.136,0.4901,0.2118,DMA
2020,0.0013,0.1413,0.4852,0.2118,DMA
2021,0.0013,0.1413,0.4852,0.2118,DMA
2022,0.0013,0.1413,0.4852,0.2118,DMA
2023,0.0013,0.1413,0.4852,0.2118,DMA
2024,0.0013,0.1413,0.4852,0.2118,DMA
1980,0.0,0.0836,0.5443,0.2279,DOM
1981,0.0,0.0836,0.5443,0.2279,DOM
1982,0.0,0.0836,0.5443,0.2279,DOM
1983,0.0,0.0836,0.5443,0.2279,DOM
1984,0.0,0.0836,0.5443,0.2279,DOM
1985,0.0,0.0836,0.5443,0.2279,DOM
1986,0.0,0.0836,0.5443,0.2279,DOM
1987,0.0,0.0836,0.5443,0.2279,DOM
1988,0.0,0.0836,0.5443,0.2279,DOM
1989,0.0,0.0836,0.5443,0.2279,DOM
1990,0.0,0.0836,0.5443,0.2279,DOM
1991,0.0,0.0836,0.5443,0.2279,DOM
1992,0.0,0.0836,0.5443,0.2279,DOM
1993,0.0,0.0836,0.5443,0.2279,DOM
1994,0.0,0.0836,0.5443,0.2279,DOM
1995,0.0,0.0836,0.5443,0.2279,DOM
1996,0.0,0.0836,0.5443,0.2279,DOM
1997,0.0,0.0836,0.5443,0.2279,DOM
1998,0.0,0.0836,0.5443,0.2279,DOM
1999,0.0,0.0836,0.5443,0.2279,DOM
2000,0.0,0.0836,0.5443,0.2279,DOM
2001,0.0,0.0836,0.5443,0.2279,DOM
2002,0.0,0.0836,0.5443,0.2279,DOM
2003,0.0,0.0836,0.5443,0.2279,DOM
2004,0.0,0.0836,0.5443,0.2279,DOM
2005,0.0,0.0836,0.5443,0.2279,DOM
2006,0.0,0.0836,0.5443,0.2279,DOM
2007,0.0,0.0836,0.5443,0.2279,DOM
2008,0.0,0.0836,0.5443,0.2279,DOM
2009,0.0,0.0836,0.5443,0.2279,DOM
2010,0.0,0.0836,0.5443,0.2279,DOM
2011,0.0,0.0836,0.5443,0.2279,DOM
2012,0.0,0.0836,0.5443,0.2279,DOM
2013,0.0,0.0786,0.5609000000000001,0.226,DOM
2014,0.0,0.0827,0.5375,0.2485,DOM
2015,0.0,0.0826,0.5466,0.2393,DOM
2016,0.0,0.0877,0.5554,0.2408,DOM
2017,0.0,0.0972,0.5264,0.2239,DOM
2018,0.0,0.095,0.5496,0.253,DOM
2019,0.0,0.106,0.5205000000000001,0.2563,DOM
2020,0.0,0.0976,0.4986,0.1959,DOM
2021,0.0,0.1073,0.4841,0.1918,DOM
2022,0.0,0.1152,0.4542,0.187,DOM
2023,0.0,0.1142,0.4469,0.1687,DOM
2024,0.0,0.1142,0.4469,0.1687,DOM
1970,0.0089,0.1523,0.476,0.17,DZA
1980,0.0024,0.1508,0.466,0.1572,DZA
1981,0.0024,0.1508,0.466,0.1572,DZA
1982,0.0024,0.1508,0.466,0.1572,DZA
1983,0.0024,0.1508,0.466,0.1572,DZA
1984,0.0024,0.1508,0.466,0.1572,DZA
1985,0.0024,0.1508,0.466,0.1572,DZA
1986,0.0024,0.1508,0.466,0.1572,DZA
1987,0.0024,0.1508,0.466,0.1572,DZA
1988,0.0024,0.1508,0.466,0.1572,DZA
1989,0.0024,0.1508,0.466,0.1572,DZA
1990,0.0024,0.1508,0.466,0.1572,DZA
1991,0.0024,0.1508,0.466,0.1572,DZA
1992,0.0024,0.1508,0.466,0.1572,DZA
1993,0.0024,0.1508,0.466,0.1572,DZA
1994,0.0024,0.1508,0.466,0.1572,DZA
1995,0.0024,0.1508,0.466,0.1572,DZA
1996,0.0024,0.1508,0.466,0.1572,DZA
1997,0.0024,0.1508,0.466,0.1572,DZA
1998,0.0024,0.1508,0.466,0.1572,DZA
1999,0.0024,0.1508,0.466,0.1572,DZA
2000,0.0024,0.1508,0.466,0.1572,DZA
2001,0.0024,0.1508,0.466,0.1572,DZA
2002,0.0024,0.1508,0.466,0.1572,DZA
2003,0.0024,0.1508,0.466,0.1572,DZA
2004,0.0024,0.1508,0.466,0.1572,DZA
2005,0.0024,0.1508,0.466,0.1572,DZA
2006,0.0024,0.1508,0.466,0.1572,DZA
2007,0.0026,0.1579,0.4591,0.1577,DZA
2008,0.0028,0.165,0.4524,0.1581,DZA
2009,0.003,0.1719,0.4457,0.1585,DZA
2010,0.0031,0.1788,0.4392,0.1589,DZA
2011,0.0033,0.1855,0.4327,0.1593,DZA
2012,0.003,0.1718,0.4665,0.1955,DZA
2013,0.0027,0.1578,0.501,0.2325,DZA
2014,0.0027,0.1578,0.501,0.2325,DZA
2015,0.0027,0.1578,0.501,0.2325,DZA
2016,0.0027,0.1578,0.501,0.2325,DZA
2017,0.0027,0.1578,0.501,0.2325,DZA
2018,0.0027,0.1578,0.501,0.2325,DZA
2019,0.0027,0.1578,0.501,0.2325,DZA
2020,0.0027,0.1578,0.501,0.2325,DZA
2021,0.0027,0.1578,0.501,0.2325,DZA
2022,0.0027,0.1578,0.501,0.2325,DZA
2023,0.0027,0.1578,0.501,0.2325,DZA
2024,0.0027,0.1578,0.501,0.2325,DZA
1980,0.0,0.089,0.5443,0.2286,ECU
1981,0.0,0.089,0.5443,0.2286,ECU
1982,0.0,0.089,0.5443,0.2286,ECU
1983,0.0,0.089,0.5443,0.2286,ECU
1984,0.0,0.089,0.5443,0.2286,ECU
1985,0.0,0.089,0.5443,0.2286,ECU
1986,0.0,0.089,0.5443,0.2286,ECU
1987,0.0,0.089,0.5443,0.2286,ECU
1988,0.0,0.089,0.5443,0.2286,ECU
1989,0.0,0.089,0.5443,0.2286,ECU
1990,0.0,0.089,0.5443,0.2286,ECU
1991,0.0,0.089,0.5443,0.2286,ECU
1992,0.0,0.089,0.5443,0.2286,ECU
1993,0.0,0.089,0.5443,0.2286,ECU
1994,0.0,0.089,0.5443,0.2286,ECU
1995,0.0,0.089,0.5443,0.2286,ECU
1996,0.0,0.089,0.5443,0.2286,ECU
1997,0.0,0.089,0.5443,0.2286,ECU
1998,0.0,0.089,0.5443,0.2286,ECU
1999,0.0,0.089,0.5443,0.2286,ECU
2000,0.0,0.089,0.5443,0.2286,ECU
2001,0.0,0.089,0.5443,0.2286,ECU
2002,0.0,0.0912,0.5356000000000001,0.2306,ECU
2003,0.0,0.0934,0.5269,0.2326,ECU
2004,0.0,0.0969,0.5188,0.227,ECU
2005,0.0,0.1004,0.5108,0.2214,ECU
2006,0.0,0.1098,0.4861,0.1909,ECU
2007,0.0,0.0921,0.5429,0.2061,ECU
2008,0.0001,0.1013,0.499,0.1727,ECU
2009,0.0,0.1017,0.4846,0.159,ECU
2010,0.0,0.0992,0.5073,0.182,ECU
2011,0.0,0.1131,0.4475,0.1561,ECU
2012,0.0,0.1081,0.4691,0.1975,ECU
2013,0.0,0.1209,0.4524,0.1933,ECU
2014,0.0001,0.1351,0.4374,0.1787,ECU
2015,0.0,0.1366,0.4179,0.1528,ECU
2016,0.0,0.1363,0.4061,0.1517,ECU
2017,0.0,0.1312,0.4224,0.1686,ECU
2018,0.0,0.126,0.4416,0.174,ECU
2019,0.0,0.1222,0.4366,0.1684,ECU
2020,0.0,0.1051,0.4678,0.2231,ECU
2021,0.0,0.0991,0.4763,0.2092,ECU
2022,0.0,0.1073,0.4565,0.1741,ECU
2023,0.0,0.1118,0.4505,0.1783,ECU
2024,0.0,0.1118,0.4505,0.1783,ECU
1980,0.0039,0.2458,0.2371,0.0468,EST
1981,0.0039,0.2458,0.2371,0.0468,EST
1982,0.0039,0.2457,0.2371,0.0468,EST
1983,0.0039,0.2457,0.2371,0.0468,EST
1984,0.0039,0.2457,0.2371,0.0468,EST
1985,0.0038,0.2454,0.2372,0.0468,EST
1986,0.0038,0.2454,0.2372,0.0468,EST
1987,0.0038,0.2453,0.2372,0.0469,EST
1988,0.0038,0.2454,0.2372,0.0468,EST
1989,0.0035,0.2183,0.2766,0.0703,EST
1990,0.0032,0.1917,0.3247,0.0955,EST
1991,0.0029,0.1733,0.364,0.115,EST
1992,0.0027,0.1684,0.3671,0.1127,EST
1993,0.0025,0.1519,0.406,0.1447,EST
1994,0.0025,0.1474,0.4215,0.1561,EST
1995,0.0025,0.148,0.421,0.1584,EST
1996,0.0026,0.1505,0.4414,0.1819,EST
1997,0.0027,0.1522,0.4389,0.1736,EST
1998,0.0028,0.1589,0.4228,0.1548,EST
1999,0.0027,0.1592,0.4187,0.1595,EST
2000,0.0025,0.1519,0.4215,0.1514,EST
2001,0.0025,0.1554,0.4114,0.146,EST
2002,0.0025,0.1491,0.4293,0.1637,EST
2003,0.0019,0.1393,0.4277,0.1607,EST
2004,0.0026,0.1513,0.4095,0.1539,EST
2005,0.0026,0.1477,0.4472,0.1925,EST
2006,0.0027,0.158,0.4085,0.1552,EST
2007,0.0028,0.1651,0.3947,0.1556,EST
2008,0.0031,0.1764,0.3755,0.1307,EST
2009,0.0034,0.1899,0.3442,0.0953,EST
2010,0.0031,0.1805,0.3596,0.1101,EST
2011,0.0031,0.1738,0.3728,0.1272,EST
2012,0.003,0.1682,0.3923,0.142,EST
2013,0.0029,0.1585,0.3889,0.1292,EST
2014,0.0029,0.1615,0.3849,0.131,EST
2015,0.003,0.1726,0.3588,0.1123,EST
2016,0.0032,0.1779,0.3541,0.1136,EST
2017,0.003,0.18,0.3539,0.1253,EST
2018,0.0032,0.1812,0.3555,0.1296,EST
2019,0.0029,0.1662,0.4076,0.1692,EST
2020,0.0029,0.1662,0.4076,0.1692,EST
2021,0.0028,0.1624,0.4148,0.1709,EST
2022,0.0027,0.1584,0.4228,0.1731,EST
2023,0.0028,0.1628,0.4138,0.1707,EST
2024,0.0028,0.1628,0.4138,0.1707,EST
1970,0.0248,0.1664,0.531,0.225,EGY
1980,0.0032,0.1704,0.4714,0.1653,EGY
1981,0.0032,0.1704,0.4714,0.1653,EGY
1982,0.0032,0.1704,0.4714,0.1653,EGY
1983,0.0032,0.1704,0.4714,0.1653,EGY
1984,0.0032,0.1704,0.4714,0.1653,EGY
1985,0.0032,0.1704,0.4714,0.1653,EGY
1986,0.0032,0.1704,0.4714,0.1653,EGY
1987,0.0032,0.1704,0.4714,0.1653,EGY
1988,0.0032,0.1704,0.4714,0.1653,EGY
1989,0.0032,0.1704,0.4714,0.1653,EGY
1990,0.0032,0.1704,0.4714,0.1653,EGY
1991,0.0033,0.1715,0.4707,0.1665,EGY
1992,0.0033,0.1726,0.47,0.1677,EGY
1993,0.0033,0.1737,0.4693,0.1688,EGY
1994,0.0033,0.1747,0.4687,0.1698,EGY
1995,0.0033,0.1757,0.4681,0.1709,EGY
1996,0.0032,0.1681,0.4816,0.1787,EGY
1997,0.003,0.1609,0.4943,0.1861,EGY
1998,0.0028,0.1541,0.5064000000000001,0.1932,EGY
1999,0.0027,0.1476,0.5178,0.1998,EGY
2000,0.0027,0.1478,0.5153,0.1981,EGY
2001,0.0027,0.148,0.5128,0.1964,EGY
2002,0.0027,0.1483,0.5103,0.1947,EGY
2003,0.0027,0.1485,0.5078,0.193,EGY
2004,0.0027,0.1487,0.5054000000000001,0.1914,EGY
2005,0.0027,0.1485,0.5051,0.194,EGY
2006,0.0027,0.1483,0.5049,0.1964,EGY
2007,0.0027,0.1481,0.5046,0.1987,EGY
2008,0.0027,0.1479,0.5044000000000001,0.2008,EGY
2009,0.0028,0.1539,0.4954,0.1912,EGY
2010,0.0029,0.1598,0.4865,0.1817,EGY
2011,0.0028,0.1545,0.4897,0.1866,EGY
2012,0.0026,0.1493,0.4928,0.1915,EGY
2013,0.0026,0.1478,0.499,0.1987,EGY
2014,0.0026,0.1464,0.505,0.2057,EGY
2015,0.0026,0.1451,0.5107,0.2124,EGY
2016,0.0026,0.1475,0.5053,0.2079,EGY
2017,0.0027,0.1498,0.5001,0.2036,EGY
2018,0.0027,0.1499,0.5009,0.2055,EGY
2019,0.0027,0.15,0.5017,0.2075,EGY
2020,0.0028,0.1557,0.4929,0.1912,EGY
2021,0.0028,0.1557,0.4929,0.1912,EGY
2022,0.0028,0.1557,0.4929,0.1912,EGY
2023,0.0028,0.1557,0.4929,0.1912,EGY
2024,0.0028,0.1557,0.4929,0.1912,EGY
1980,0.0019,0.1136,0.5832,0.2969,ERI
1981,0.0019,0.1136,0.5832,0.2969,ERI
1982,0.0019,0.1136,0.5832,0.2969,ERI
1983,0.0019,0.1136,0.5832,0.2969,ERI
1984,0.0019,0.1136,0.5832,0.2969,ERI
1985,0.0019,0.1136,0.5832,0.2969,ERI
1986,0.0019,0.1136,0.5832,0.2969,ERI
1987,0.0019,0.1136,0.5832,0.2969,ERI
1988,0.0019,0.1136,0.5832,0.2969,ERI
1989,0.0019,0.1136,0.5832,0.2969,ERI
1990,0.0019,0.1136,0.5832,0.2969,ERI
1991,0.0019,0.1136,0.5832,0.2969,ERI
1992,0.0019,0.1136,0.5832,0.2969,ERI
1993,0.0019,0.1136,0.5832,0.2969,ERI
1994,0.0019,0.1136,0.5832,0.2969,ERI
1995,0.0019,0.1136,0.5832,0.2969,ERI
1996,0.0022,0.1293,0.5438000000000001,0.2569,ERI
1997,0.0024,0.1451,0.5042,0.2166,ERI
1998,0.0027,0.161,0.4644,0.1762,ERI
1999,0.003,0.1769,0.4245,0.1356,ERI
2000,0.003,0.1766,0.4257,0.1387,ERI
2001,0.003,0.1762,0.4269,0.1419,ERI
2002,0.003,0.1759,0.4281,0.145,ERI
2003,0.003,0.1755,0.4293,0.1482,ERI
2004,0.003,0.1752,0.4305,0.1513,ERI
2005,0.003,0.1735,0.4332,0.151,ERI
2006,0.0029,0.1717,0.4359,0.1506,ERI
2007,0.0029,0.17,0.4386,0.1502,ERI
2008,0.0028,0.1683,0.4413,0.1499,ERI
2009,0.0028,0.1666,0.444,0.1495,ERI
2010,0.0028,0.1649,0.4466,0.1491,ERI
2011,0.0027,0.1636,0.4482,0.1469,ERI
2012,0.0027,0.1623,0.4499,0.1448,ERI
2013,0.0027,0.161,0.4515,0.1426,ERI
2014,0.0026,0.1597,0.4531,0.1404,ERI
2015,0.0026,0.1583,0.4547,0.1382,ERI
2016,0.0026,0.1609,0.4464,0.1326,ERI
2017,0.0027,0.1634,0.4381,0.127,ERI
2018,0.0027,0.1659,0.4298,0.1214,ERI
2019,0.0028,0.1684,0.4214,0.1158,ERI
2020,0.0028,0.1709,0.4131,0.1102,ERI
2021,0.0029,0.1734,0.4047,0.1046,ERI
2022,0.0029,0.1734,0.4047,0.1046,ERI
2023,0.0029,0.1734,0.4047,0.1046,ERI
2024,0.0029,0.1734,0.4047,0.1046,ERI
1970,0.0082,0.2074,0.3456,0.1109,ESP
1971,0.0071,0.2085,0.345,0.1101,ESP
1980,0.0034,0.2031,0.3493,0.1136,ESP
1981,0.0034,0.2041,0.3469,0.1115,ESP
1982,0.0034,0.2041,0.3489,0.1124,ESP
1983,0.0035,0.2055,0.3483,0.1092,ESP
1984,0.0035,0.205,0.3493,0.1079,ESP
1985,0.0034,0.1999,0.3517,0.1097,ESP
1986,0.0033,0.1957,0.3636,0.1174,ESP
1987,0.0032,0.1942,0.3643,0.1178,ESP
1988,0.0033,0.1928,0.3672,0.1185,ESP
1989,0.0032,0.1896,0.3734,0.1212,ESP
1990,0.0031,0.1894,0.367,0.1168,ESP
1991,0.0032,0.1924,0.3601,0.1143,ESP
1992,0.0033,0.1964,0.3526,0.1126,ESP
1993,0.0033,0.199,0.3468,0.1099,ESP
1994,0.0032,0.1959,0.3524,0.1138,ESP
1995,0.0031,0.1931,0.3552,0.1167,ESP
1996,0.0032,0.1952,0.3537,0.1152,ESP
1997,0.0033,0.2012,0.343,0.1097,ESP
1998,0.0033,0.199,0.3439,0.1099,ESP
1999,0.0033,0.1971,0.3465,0.1118,ESP
2000,0.0034,0.2024,0.3424,0.1101,ESP
2001,0.0034,0.2036,0.3369,0.1058,ESP
2002,0.0034,0.2046,0.3396,0.1089,ESP
2003,0.0034,0.2034,0.342,0.111,ESP
2004,0.0035,0.2045,0.3403,0.1098,ESP
2005,0.0034,0.2061,0.3371,0.1082,ESP
2006,0.0035,0.2059,0.3468,0.113,ESP
2007,0.0035,0.2046,0.3457,0.1133,ESP
2008,0.0034,0.2036,0.348,0.1163,ESP
2009,0.0034,0.1995,0.3588,0.1262,ESP
2010,0.0035,0.2062,0.3433,0.1154,ESP
2011,0.0034,0.2065,0.3406,0.1135,ESP
2012,0.0034,0.2087,0.3464,0.1213,ESP
2013,0.0034,0.2062,0.3469,0.1204,ESP
2014,0.0033,0.2054,0.3488,0.1214,ESP
2015,0.0033,0.2037,0.3532,0.1264,ESP
2016,0.0033,0.2023,0.3511,0.127,ESP
2017,0.0035,0.2063,0.3507,0.1271,ESP
2018,0.0036,0.2107,0.3465,0.1254,ESP
2019,0.0037,0.2122,0.3412,0.1204,ESP
2020,0.0037,0.2122,0.3412,0.1204,ESP
2021,0.0036,0.2122,0.3427,0.1227,ESP
2022,0.0036,0.2133,0.3425,0.1247,ESP
2023,0.0036,0.2136,0.3397,0.1212,ESP
2024,0.0036,0.2136,0.3397,0.1212,ESP
1970,0.0039,0.1037,0.6408,0.23,ETH
1980,0.0019,0.1136,0.5832,0.2969,ETH
1981,0.0019,0.1136,0.5832,0.2969,ETH
1982,0.0019,0.1136,0.5832,0.2969,ETH
1983,0.0019,0.1136,0.5832,0.2969,ETH
1984,0.0019,0.1136,0.5832,0.2969,ETH
1985,0.0019,0.1136,0.5832,0.2969,ETH
1986,0.0019,0.1136,0.5832,0.2969,ETH
1987,0.0019,0.1136,0.5832,0.2969,ETH
1988,0.0019,0.1136,0.5832,0.2969,ETH
1989,0.0019,0.1136,0.5832,0.2969,ETH
1990,0.0019,0.1136,0.5832,0.2969,ETH
1991,0.0019,0.1136,0.5832,0.2969,ETH
1992,0.0019,0.1136,0.5832,0.2969,ETH
1993,0.0019,0.1136,0.5832,0.2969,ETH
1994,0.0019,0.1136,0.5832,0.2969,ETH
1995,0.0019,0.1136,0.5832,0.2969,ETH
1996,0.0022,0.1293,0.5438000000000001,0.2569,ETH
1997,0.0024,0.1451,0.5042,0.2166,ETH
1998,0.0027,0.161,0.4644,0.1762,ETH
1999,0.003,0.1769,0.4245,0.1356,ETH
2000,0.003,0.1766,0.4257,0.1387,ETH
2001,0.003,0.1762,0.4269,0.1419,ETH
2002,0.003,0.1759,0.4281,0.145,ETH
2003,0.003,0.1755,0.4293,0.1482,ETH
2004,0.003,0.1752,0.4305,0.1513,ETH
2005,0.003,0.1735,0.4332,0.151,ETH
2006,0.0029,0.1717,0.4359,0.1506,ETH
2007,0.0029,0.17,0.4386,0.1502,ETH
2008,0.0028,0.1683,0.4413,0.1499,ETH
2009,0.0028,0.1666,0.444,0.1495,ETH
2010,0.0028,0.1649,0.4466,0.1491,ETH
2011,0.0027,0.1636,0.4482,0.1469,ETH
2012,0.0027,0.1623,0.4499,0.1448,ETH
2013,0.0027,0.161,0.4515,0.1426,ETH
2014,0.0026,0.1597,0.4531,0.1404,ETH
2015,0.0026,0.1583,0.4547,0.1382,ETH
2016,0.0026,0.1609,0.4464,0.1326,ETH
2017,0.0027,0.1634,0.4381,0.127,ETH
2018,0.0027,0.1659,0.4298,0.1214,ETH
2019,0.0028,0.1684,0.4214,0.1158,ETH
2020,0.0028,0.1709,0.4131,0.1102,ETH
2021,0.0029,0.1734,0.4047,0.1046,ETH
2022,0.0029,0.1734,0.4047,0.1046,ETH
2023,0.0029,0.1734,0.4047,0.1046,ETH
2024,0.0029,0.1734,0.4047,0.1046,ETH
1965,0.0152,0.234,0.3136,0.0926,FIN
1966,0.0156,0.235,0.3116,0.0922,FIN
1967,0.016,0.2363,0.3086,0.0904,FIN
1968,0.0165,0.238,0.3045,0.0873,FIN
1969,0.017,0.2412,0.296,0.0784,FIN
1970,0.0174,0.2423,0.2937,0.0776,FIN
1971,0.0178,0.2433,0.2916,0.0771,FIN
1972,0.0182,0.244,0.2904,0.0777,FIN
1973,0.0187,0.2463,0.2846,0.0723,FIN
1974,0.0191,0.2474,0.2821,0.0714,FIN
1975,0.0195,0.2484,0.2801,0.0709,FIN
1976,0.0199,0.2501,0.2759,0.0676,FIN
1977,0.0203,0.2513,0.2733,0.0664,FIN
1978,0.0207,0.2525,0.2707,0.0652,FIN
1979,0.0212,0.2538,0.2678,0.0636,FIN
1980,0.0041,0.2351,0.2722,0.0641,FIN
1981,0.0041,0.2377,0.2606,0.0543,FIN
1982,0.0041,0.2353,0.2586,0.0521,FIN
1983,0.004,0.233,0.2587,0.0531,FIN
1984,0.0042,0.2432,0.2671,0.0599,FIN
1985,0.0042,0.238,0.2632,0.056,FIN
1986,0.0042,0.2389,0.26,0.0532,FIN
1987,0.0042,0.2398,0.2744,0.0656,FIN
1988,0.0041,0.2368,0.2748,0.0672,FIN
1989,0.0041,0.24,0.266,0.0574,FIN
1990,0.0043,0.2477,0.2521,0.0449,FIN
1991,0.0043,0.252,0.2383,0.0368,FIN
1992,0.0044,0.254,0.2372,0.0369,FIN
1993,0.0044,0.2529,0.2519,0.0484,FIN
1994,0.0042,0.2389,0.2825,0.0717,FIN
1995,0.0042,0.2355,0.2987,0.0896,FIN
1996,0.0041,0.2334,0.2997,0.0904,FIN
1997,0.004,0.2293,0.3172,0.1058,FIN
1998,0.004,0.2292,0.3274,0.1161,FIN
1999,0.0041,0.2306,0.3334,0.1254,FIN
2000,0.0039,0.2247,0.346,0.1348,FIN
2001,0.004,0.2273,0.3376,0.1289,FIN
2002,0.004,0.2298,0.3325,0.1253,FIN
2003,0.004,0.2289,0.3258,0.118,FIN
2004,0.0039,0.2271,0.3379,0.1295,FIN
2005,0.0039,0.2277,0.3213,0.1101,FIN
2006,0.0038,0.2222,0.3336,0.1181,FIN
2007,0.0038,0.2229,0.3311,0.1155,FIN
2008,0.0037,0.2138,0.3406,0.1126,FIN
2009,0.0038,0.2166,0.3228,0.0901,FIN
2010,0.0037,0.2121,0.3264,0.0962,FIN
2011,0.0037,0.2128,0.3235,0.0924,FIN
2012,0.0038,0.2152,0.3177,0.0876,FIN
2013,0.0038,0.2185,0.3153,0.086,FIN
2014,0.0038,0.2176,0.3205,0.0901,FIN
2015,0.0037,0.2137,0.3293,0.0956,FIN
2016,0.0037,0.2159,0.329,0.0968,FIN
2017,0.0038,0.2155,0.3386,0.1061,FIN
2018,0.0038,0.2166,0.3359,0.1047,FIN
2019,0.0039,0.218,0.3312,0.1026,FIN
2020,0.0039,0.218,0.3312,0.1026,FIN
2021,0.0039,0.2188,0.3264,0.1005,FIN
2022,0.0039,0.2187,0.3225,0.0997,FIN
2023,0.0041,0.2266,0.3072,0.0943,FIN
2024,0.0041,0.2266,0.3072,0.0943,FIN
1980,0.0028,0.2121,0.3534,0.0885,FJI
1981,0.0027,0.2117,0.3543,0.09,FJI
1982,0.0027,0.2113,0.3553,0.0914,FJI
1983,0.0027,0.2108,0.3562,0.0929,FJI
1984,0.0027,0.2104,0.3572,0.0944,FJI
1985,0.0027,0.21,0.3581,0.096,FJI
1986,0.0027,0.2095,0.3591,0.0976,FJI
1987,0.0027,0.209,0.3602,0.0992,FJI
1988,0.0027,0.2086,0.3612,0.1008,FJI
1989,0.0027,0.2081,0.3623,0.1025,FJI
1990,0.0027,0.2076,0.3634,0.1042,FJI
1991,0.0027,0.2075,0.3665,0.107,FJI
1992,0.0027,0.2075,0.3695,0.1096,FJI
1993,0.0027,0.2075,0.3725,0.1122,FJI
1994,0.0027,0.2074,0.3753,0.1147,FJI
1995,0.0027,0.2074,0.3781,0.1172,FJI
1996,0.0027,0.2073,0.3808,0.1195,FJI
1997,0.0027,0.2073,0.3834,0.1218,FJI
1998,0.0027,0.2073,0.3859,0.124,FJI
1999,0.0027,0.2072,0.3883,0.1261,FJI
2000,0.0027,0.2072,0.3907,0.1282,FJI
2001,0.0026,0.2027,0.3995,0.132,FJI
2002,0.0026,0.1983,0.408,0.1358,FJI
2003,0.0025,0.194,0.4164,0.1394,FJI
2004,0.0025,0.1898,0.4246,0.1429,FJI
2005,0.0024,0.1857,0.4326,0.1464,FJI
2006,0.0023,0.1817,0.4404,0.1498,FJI
2007,0.0023,0.1778,0.448,0.1531,FJI
2008,0.0022,0.1739,0.4554,0.1564,FJI
2009,0.0022,0.1702,0.4627,0.1595,FJI
2010,0.0021,0.1665,0.4699,0.1626,FJI
2011,0.0021,0.1655,0.4718,0.1624,FJI
2012,0.0021,0.1645,0.4737,0.1622,FJI
2013,0.0021,0.1636,0.4754,0.162,FJI
2014,0.0021,0.1627,0.4771,0.1618,FJI
2015,0.0021,0.1619,0.4788,0.1617,FJI
2016,0.0021,0.1611,0.4803,0.1615,FJI
2017,0.002,0.1603,0.4818,0.1613,FJI
2018,0.002,0.1596,0.4832,0.1612,FJI
2019,0.002,0.1589,0.4846,0.161,FJI
2020,0.002,0.1582,0.4859,0.1609,FJI
2021,0.002,0.1582,0.4859,0.1609,FJI
2022,0.002,0.1582,0.4859,0.1609,FJI
2023,0.002,0.1582,0.4859,0.1609,FJI
2024,0.002,0.1582,0.4859,0.1609,FJI
1980,0.0028,0.2121,0.3534,0.0885,FSM
1981,0.0027,0.2117,0.3543,0.09,FSM
1982,0.0027,0.2113,0.3553,0.0914,FSM
1983,0.0027,0.2108,0.3562,0.0929,FSM
